|details|name|viable|germ_code|mod1|mod2|mod3|mod4|special_info
4690|Sow @ 20C. Seed germinates within 3 months|Hymenoxys sp||A|||||
4691|Sow @ 20C. Seed germinates within 3 months|Hymenoxys torreyana||A|||||
4692|Sow @ 20C. Seed germinates within 3 months Requires darkness.    * pre-treat with 2% Hydrogen peroxide for 10 minutes|Hyoscyamus albus||A|2||||*
4693|Sow @ 20C. Seed germinates within 3 months Germination is improved by using GA3. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * germinates best at 30 C|Hyoscyamus niger||A|4|7|||*
4694|Sow @ 20C. Seed germinates within 3 months|Hypericum adenotrichum||A|||||
4695|Sow @ 20C. Seed germinates within 3 months|Hypericum androsaemum||A|||||
4696|Sow @ 20C. Seed germinates within 3 months|Hypericum androsaemum \'Albury Purple\'||A|||||
4697|Sow @ 20C. Seed germinates within 3 months|Hypericum androsaemum f. variegatum||A|||||
4698|Sow @ 20C. Seed germinates within 3 months|Hypericum androsaemum f. variegatum \'Mrs Gladis Brabazon\'||A|||||
4699|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires light or the seed is very fine. Surface sow and expose to light.|Hypericum ascyron||E|3||||
4700|Sow @ 20C. Seed germinates within 3 months|Hypericum ascyron var. pyramidatum||A|||||
4701|Sow @ 20C. Seed germinates within 3 months|Hypericum athoum||A|||||
4702|Sow at 10C.|Hypericum aviculariifolium subsp. uniflorum||K|||||
4703|Try L.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.|Hypericum bupleuroides||?|||||
4704|Sow @ 4C for 3 weeks, then place at 20C. Requires light or the seed is very fine. Surface sow and expose to light.|Hypericum canadense||J|3||||
4705|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Hypericum cerastioides||E|||||
4706|Sow at 10C.|Hypericum inodorum||K|||||
4707|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Hypericum kalmianum||L|||||
4708|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Hypericum kalmianum \'Ames\'||L|||||
4709|Sow @ 20C. Seed germinates within 3 months|Hypericum kamtschaticum||A|||||
4710|Sow @ 20C. Seed germinates within 3 months|Hypericum kiusianum var. yakusimense||A|||||
4711|Sow @ 20C. Seed germinates within 3 months|Hypericum lancasteri||A|||||
4712|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months Germination is improved by using GA3.|Hypericum olympicum|!|A|4||||
4713|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months Germination is improved by using GA3.|Hypericum olympicum f. grandiflorum|!|A|4||||
4714|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months Germination is improved by using GA3.|Hypericum olympicum f. uniflorum \'Citrinum\'|!|A|4||||
4715|Sow @ 20C. Seed germinates within 3 months|Hypericum orientale||A|||||
4716|Sow at 10C.|Hypericum perforatum||K|||||
4717|Sow @ 20C. Seed germinates within 3 months|Hypericum prolificum||A|||||
4718|Sow @ 20C. Seed germinates within 3 months|Hypericum pseudopetiolatum var. yakusimense||A|||||
4719|Sow @ 20C. Seed germinates within 3 months|Hypericum pyramidatum||A|||||
4720|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Hypericum sp.||L|||||
4721|Sow @ 20C. Seed germinates within 3 months|Hypericum tomentosum||A|||||
4722|Sow at 10C.|Hypericum uniflorum||K|||||
4723|Sow @ 20C. Seed germinates within 3 months|Hypericum virginicum||A|||||
4724|Sow @ 20C. Seed germinates within 3 months|Hypericum yakusimense||A|||||
4725|Sow at 10C.|Hypochaeris maculata||K|||||
4726|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Hypochaeris uniflora||B|||||
4727|Sow @ 20C. Seed germinates within 3 months     * many empty seed coats|Hypoxis hirsuta||A|||||*
4728|Sow @ 20C. Seed germinates within 3 months Requires darkness.|Hyssopus officinalis||A|2||||
4729|Sow @ 20C. Seed germinates within 3 months Requires darkness.|Hyssopus officinalis subsp. aristatus||A|2||||
4730|* see http://www.phytotechlab.com|Hysteria patula|||||||*
4731|Sow @ 20C. Seed germinates within 3 months|Iberis all species||A|||||
4732|Sow @ 20C. Seed germinates within 3 months|Iberis amara||A|||||
4733|Sow @ 20C. Seed germinates within 3 months|Iberis aurosica||A|||||
4734|Sow @ 20C. Seed germinates within 3 months|Iberis aurosica ssp. nana||A|||||
4735|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Iberis gibraltarica||A|3||||
4736|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Iberis gibraltarica \'Chill Lavender\'||A|3||||
4737|Sow @ 20C. Seed germinates within 3 months|Iberis linifolia||A|||||
4738|Sow @ 20C. Seed germinates within 3 months|Iberis pruitii||A|||||
4739|Sow @ 20C. Seed germinates within 3 months|Iberis saxatilis||A|||||
4740|Sow @ 20C. Seed germinates within 3 months|Iberis saxatilis \'Pygmaea\'||A|||||
4741|Sow at 4C.|Iberis sempervirens||F|||||
4742|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Iberis sempervirens \'Schneeflocke\'||B|||||
4743|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Iberis sempervirens \'Snowflake\'||B|||||
4744|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Iberis simplex||A|3||||
4745|Sow @ 4C for 3 weeks, then place at 20C.|Iberis sp.||J|||||
4746|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Iberis taurica||A|3||||
4747|Sow @ 20C. Seed germinates within 3 months Requires darkness.|Iberis umbellata||A|2||||
4748|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Ilex all species||L|||||
4749|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires scarification. Nick or rub between sheets of sandpaper. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.|Ilex glabra|!|L|6|8|||
4750|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * soak and rinse seeds in clean water daily x 2 weeks before planting|Ilex verticillata||L|8||||*
4751|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Ilex x meserveae||L|||||
4752|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper.    * seed is small, but still needs to be scarified using sandpaper or preferably nicked|Iliamna remota||A|6||||*
4753|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper.    * seed is small, but still needs to be scarified using sandpaper|Iliamna rivularis||A|6||||*
4754|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Impatiens balfourii|!|A|||||
4755|Sow @ 4C for 3 weeks, then place at 20C.|Impatiens capensis||J|||||
4756|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Impatiens glandulifera||L|||||
4757|Sow @ 20C. Seed germinates within 3 months|Impatiens pallida||A|||||
4758|Sow @ 20C. Seed germinates within 3 months|Impatiens parviflora||A|||||
4759|* should not need chilling|Incarvillea all species|||||||*
4760|Sow @ 20C. Seed germinates within 3 months|Incarvillea arguta||A|||||
4761|Sow @ 4C for 3 weeks, then place at 20C.|Incarvillea compacta||J|||||
4762|Sow @ 20C. Seed germinates within 3 months|Incarvillea delavayi||A|||||
4763|Sow @ 20C. Seed germinates within 3 months|Incarvillea delavayi \'Alba\'||A|||||
4764|Sow @ 20C. Seed germinates within 3 months|Incarvillea delavayi \'Bee\'s Pink\'||A|||||
4765|Sow @ 20C. Seed germinates within 3 months|Incarvillea delavayi \'Snowtop\'||A|||||
4766|Sow @ 20C. Seed germinates within 3 months|Incarvillea grandiflora||A|||||
4767|Sow @ 20C. Seed germinates within 3 months|Incarvillea himalayensis \'NtSama \'||A|||||
4768|Sow @ 20C. Seed germinates within 3 months|Incarvillea mairei||A|||||
4769|Sow @ 4C for 3 weeks, then place at 20C.|Incarvillea mairei \'Alba\'||J|||||
4770|Sow @ 20C. Seed germinates within 3 months|Incarvillea mairei var. grandiflora||A|||||
4771|Sow @ 20C. Seed germinates within 3 months|Incarvillea olgae||A|||||
4772|Sow @ 20C. Seed germinates within 3 months|Incarvillea sinensis||A|||||
4773|Sow @ 20C. Seed germinates within 3 months|Incarvillea sinensis \'Cheron Pink\'||A|||||
4774|Sow @ 20C. Seed germinates within 3 months|Incarvillea sinensis \'Cheron\'||A|||||
4775|Sow @ 20C. Seed germinates within 3 months|Incarvillea sp.||A|||||
4776|Sow @ 20C. Seed germinates within 3 months|Incarvillea younghusbandii||A|||||
4777|Sow @ 20C. Seed germinates within 3 months|Incarvillea zhongdianensis||A|||||
4778|Sow @ 20C. Seed germinates within 3 months Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Indigofera kirilowii||A|7||||
4779|Sow @ 20C. Seed germinates within 3 months Resents transplanting. Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Indigofera pseudotinctoria||A|1|6|7||
4780|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Indigofera sp.||L|||||
4781|Sow @ 20C. Seed germinates within 3 months|Inula acaulis||A|||||
4782|Sow @ 20C. Seed germinates within 3 months|Inula candida||A|||||
4783|Sow @ 20C. Seed germinates within 3 months|Inula ensifolia||A|||||
4784|Sow @ 20C. Seed germinates within 3 months|Inula ensifolia \'Compacta\'||A|||||
4785|Sow @ 20C. Seed germinates within 3 months|Inula helenium||A|||||
4786|Sow @ 20C. Seed germinates within 3 months|Inula helenium \'Goliath\'||A|||||
4787|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Inula hookeri||L|||||
4788|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Inula macrophylla||L|||||
4789|Sow @ 20C. Seed germinates within 3 months|Inula magnifica||A|||||
4790|Sow @ 20C. Seed germinates within 3 months|Inula montana||A|||||
4791|Sow @ 20C. Seed germinates within 3 months|Inula orientalis||A|||||
4792|Sow @ 20C. Seed germinates within 3 months|Inula racemosa||A|||||
4793|Sow @ 20C. Seed germinates within 3 months|Inula racemosa \'Sonnenspeer\'||A|||||
4794|Sow @ 20C. Seed germinates within 3 months|Inula rhizocephala||A|||||
4795|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Inula royleana||A|3||||
4796|Sow @ 20C. Seed germinates within 3 months|Inula salicifolia||A|||||
4797|Sow @ 20C. Seed germinates within 3 months|Inula salicina||A|||||
4798|Sow @ 20C. Seed germinates within 3 months|Inula sp.||A|||||
4799|Sow at 4C. Germination is improved by using GA3.|Ipheion uniflorum||F|4||||
4800|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea alba||A|6|7|||
4801|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea batatas||A|6|7|||
4802|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea coccinea||A|6|7|||
4803|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea hybrid||A|6|7|||
4804|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea leptophylla||A|6|7|||
4805|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea lindheimeri||A|6|7|||
4806|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea lobata||A|6|7|||
4807|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea purpurea||A|6|7|||
4808|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea purpurea  \'Milky Way\'||A|6|7|||
4809|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea purpurea \'Grandpa Ott\'s\'||A|6|7|||
4810|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea purpurea \'Heavenly Blue\'||A|6|7|||
4811|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea purpurea \'Milky Way\'||A|6|7|||
4812|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea purpurea \'Split Second\'||A|6|7|||
4813|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea quamoclit||A|6|7|||
4814|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea quamoclit \'Rosea.||A|6|7|||
4815|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea sp.||A|6|7|||
4816|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea tricolor||A|6|7|||
4817|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea tricolor \'Blue Star\'||A|6|7|||
4818|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea tricolor \'Flying Saucers\'||A|6|7|||
4819|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Ipomoea x multifida||A|6|7|||
4820|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper.|Ipomoea x sloteri||A|6||||
4821|Sow @ 20C. Seed germinates within 3 months Resents transplanting.|Ipomopsis aggregata||A|1||||
4822|Sow @ 20C. Seed germinates within 3 months Resents transplanting.|Ipomopsis rubra||A|1||||
4823|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris all species||L|||||*
4824|Sow @ 20C for 3 months, then place @ 4C for 3 months. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris anglica||C|7||||*
4825|Sow @ 20C. Seed germinates within 3 months     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris aphylla||A|||||*
4826|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris arctica||L|7||||*
4827|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris arenaria||E|||||*
4828|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris astrachanica||L|||||*
4829|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris biversata||L|7||||*
4830|Sow @ 20C. Seed germinates within 3 months     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris Black Gamecock\'||A|||||*
4831|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris bloudowii||L|||||*
4832|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris bucharica||E|7||||*
4833|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.    * soak and rinse in clean water daily x 4 weeks|Iris bulleyana||A|3||||*
4834|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris Caesar\'s Brother\'||A|3|7|||*
4835|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris carthaliniae||E|7||||*
4836|Sow @ 4C for 3 weeks, then place at 20C.     * soak and rinse in clean water daily x 4 weeks|Iris chrysographes \'Nigra \'||J|||||*
4837|Sow @ 4C for 3 weeks, then place at 20C. Requires light or the seed is very fine. Surface sow and expose to light. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris clarkei||J|3|7|||*
4838|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris collettii||L|7||||*
4839|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris confusa||L|7||||*
4840|Sow at 4C for 3 months, then place @ 20C for 3 months. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris cristata \'Alba\'||G|7||||*
4841|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris cross||L|7||||*
4842|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 4C for 3 weeks, then place at 20C. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris decora|!|J|7||||*
4843|Sow at 4C for 3 months, then place @ 20C for 3 months.     * soak and rinse in clean water daily x 4 weeks|Iris delavayi||G|||||*
4844|Sow @ 20C. Seed germinates within 3 months Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * rots if too wet; seeds at milk stage rot without germinating; seeds at dough stage can germinate and have rather high germination rate; fully ripe seeds germinate without dormancy. Soak and  rinse in clean water daily x 4 weeks|Iris dichotoma||A|7||||*
4845|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Iris domestica||A|3||||
4846|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Iris domestica \'Pink Profusion\'||A|3||||
4847|Use repeated cycles of 4C, then 20C for 3 months each. Germination is very prolonged.     * soak and rinse in clean water daily x 4 weeks, resent disturbance, pot up individually and plant out ASAP|Iris douglasiana||H|||||*
4848|Sow at 4C.     * soak and rinse in clean water daily x 4 weeks, resent disturbance, pot up individually and plant out ASAP|Iris douglasiana \'Alba\'||F|||||*
4849|Sow at 4C.     * soak and rinse in clean water daily x 4 weeks, resent disturbance, pot up individually and plant out ASAP|Iris douglasiana hybrid||F|||||*
4850|Sow at 4C.     * soak and rinse in clean water daily x 4 weeks, resent disturbance, pot up individually and plant out ASAP|Iris douglasiana x innominata||F|||||*
4851|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris ensata||L|7||||*
4852|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris ensata \'Alba\'||L|7||||*
4853|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris ensata \'Eden\'s Paintbrush\'||L|7||||*
4854|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris ensata \'Geisha Girl\'||L|7||||*
4855|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris ensata \'Henry\'s White\'||L|7||||*
4856|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris ensata \'Lapetus\'||L|7||||*
4857|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris ensata \'Rose Queen\'||L|7||||*
4858|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris foetidissima||L|7||||*
4859|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C for 3 months, then place @ 4C for 3 months.     * sow fresh|Iris fulva|!|C|||||*
4860|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris gracilipes||L|||||*
