|details|name|viable|germ_code|mod1|mod2|mod3|mod4|special_info
151|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C ; poor germination with GA3 if stored longer than|Aconitum firmum|!||||||*
152|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum fischeri|!||||||*
153|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum gmelinii|!||||||*
154|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; no germination with stored seed, even|Aconitum hemsleyanum|!||||||*
155|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; no germination with stored seed, even|Aconitum hemsleyanum \'Red Wine\'|!||||||*
156|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 4C for 3 weeks, then place at 20C. Requires darkness. Germination is improved by using GA3.  Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating. * seed very poisonous, wash hands after handling, presoak in 45C water for 90 sec; conflicting germination data|Aconitum heterophyllum|!|J|2|4||7|*
157|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; good germination with fresh seed and with seed stored  dry x|Aconitum Ivorine\'|!||||||*
158|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C ; no germination with seed stored dry x|Aconitum jaluense|!||||||*
159|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * seed very poisonous, wash hands after handling|Aconitum japonicum|!|L|||||*
160|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum japonicum|!||||||*
161|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; germinates well from seed stored dry 5 months and with GA3 if stored longer than|Aconitum kirinense|!||||||*
162|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum kitadakense|!||||||*
163|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.    Germination is improved by using GA3.    * seed very poisonous, wash hands after handling, seed is short lived if not moist-packed|Aconitum krylovii|!||4||||*
164|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.    Germination is improved by using GA3.    * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; germinates well from seed stored dry 5 months and with GA3 if stored longer than|Aconitum kusnezoffii|!||4||||*
165|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,  (no germination reported, even with fre|Aconitum lamarckii|!||||||*
166|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; good  germination with fresh seed, none with seed stored 5 mo|Aconitum lasiostomum|!||||||*
167|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; good germination with fresh seed and with seed stored  dry x|Aconitum lycoctonum|!||||||*
168|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum lycoctonum  ssp moldavicum|!||||||*
169|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; good germination with fresh seed and with seed stored  dry x|Aconitum lycoctonum subsp. lycoctonum|!||||||*
170|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; good germination with fresh seed and with seed stored  dry x|Aconitum lycoctonum subsp. neapolitanum|!||||||*
171|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; good germination with fresh seed and with seed stored  dry x|Aconitum lycoctonum subsp. vulparia|!||||||*
172|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * seed very poisonous, wash hands after handling , dry seed unlikely to g|Aconitum moldavicum|!|L|||||*
173|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,; good germination with seed stored 5 months dry and longer than 5 months even wit|Aconitum napellus|!||||||*
174|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C|Aconitum napellus \'Album\'|!||||||*
175|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10dC|Aconitum napellus \'Schneewittchen\'|!||||||*
176|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,; good germination with seed stored 5 months dry and longer than 5 months even wit|Aconitum napellus ssp grignae|!||||||*
177|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C ; germinates well from seed stored dry for|Aconitum nemorum|!||||||*
178|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Germination is improved by using GA3.    * seed very poisonous, wash hands after handling; good germination with GA3 if stored longer than|Aconitum orientale|!|L|4||||*
179|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 4C for 3 weeks, then place at 20C.     * seed very poisonous, wash hands after handling ,20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum sachalinense|!|J|||||*
180|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 4C for 3 weeks, then place at 20C.     * seed very poisonous, wash hands after handling ,20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum sachalinense subsp. yezoense|!|J|||||*
181|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C; germinates well with fresh seed and with seed stored 5 mo|Aconitum septentrionale|!||||||*
182|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Use repeated cycles of 4C, then 20C for 3 months each. Germination is very prolonged.     * seed very poisonous, wash hands after handling|Aconitum sinomontanum|!|H|||||*
183|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum sp.|!||||||*
184|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C,|Aconitum Stainless Steel\'|!||||||*
185|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * seed very poisonous, wash hands after handling, 20C x 4 weeks, then -7C x 6 weeks, then 10C ; no germination with seed stored dry x|Aconitum tauricum|!||||||*
186|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.        * germination is usually unsuccessful; seed very poisonous; wash hands after handling; short viability; 20C x 4 weeks, -7C x 6 weeks, 10C for germination|Aconitum uncinatum|!||||||*
187|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.     * seed very poisonous, wash hands after handling , dry seed unlikely to germinate|Aconitum variegatum|!|E|||||*
