"varname","tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"UNKNOWN","773","0","Host Biblionumber","Host Biblionumber","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","3","Materials specified","Materials specified","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","4","Relationship","Relationship","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","5","Institution to which field applies","Institution to which field applies","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","6","Linkage","Linkage","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","8","Field link and sequence number","Field link and sequence number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","9","Host Itemnumber","Host Itemnumber","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","b","Edition","Edition","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","g","Related parts","Related parts","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","h","Physical description","Physical description","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","i","Relationship information","Relationship information","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","l","Data provenance","Data provenance","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","n","Note","Note","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","p","Abbreviated title","Abbreviated title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","q","Enumeration and first page","Enumeration and first page","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","r","Report number","Report number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","t","Title","Title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","w","Record control number","Record control number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","y","CODEN designation","CODEN designation","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","773","z","International Standard Book Number","International Standard Book Number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","4","Relationship","Relationship","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","5","Institution to which field applies","Institution to which field applies","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","6","Linkage","Linkage","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","8","Field link and sequence number","Field link and sequence number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","b","Edition","Edition","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","c","Qualifying information","Qualifying information","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","g","Related parts","Related parts","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","h","Physical description","Physical description","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","i","Relationship information","Relationship information","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","l","Data provenance","Data provenance","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","n","Note","Note","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","r","Report number","Report number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","t","Title","Title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","w","Record control number","Record control number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","y","CODEN designation","CODEN designation","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","774","z","International Standard Book Number","International Standard Book Number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","4","Relationship","Relationship","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","6","Linkage","Linkage","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","8","Field link and sequence number","Field link and sequence number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","b","Edition","Edition","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","c","Qualifying information","Qualifying information","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","e","Language code","Language code","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","f","Country code","Country code","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","g","Related parts","Related parts","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","h","Physical description","Physical description","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","i","Relationship information","Relationship information","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","l","Data provenance","Data provenance","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","n","Note","Note","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","q","Parallel title (BK SE) [OBSOLETE]","Parallel title (BK SE) [OBSOLETE]","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","r","Report number","Report number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","t","Title","Title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","w","Record control number","Record control number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","y","CODEN designation","CODEN designation","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","775","z","International Standard Book Number","International Standard Book Number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","4","Relationship","Relationship","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","6","Linkage","Linkage","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","8","Field link and sequence number","Field link and sequence number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","b","Edition","Edition","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","c","Qualifying information","Qualifying information","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","g","Related parts","Related parts","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","h","Physical description","Physical description","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","i","Relationship information","Relationship information","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","l","Data provenance","Data provenance","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","n","Note","Note","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","q","Parallel title (BK SE) [OBSOLETE]","Parallel title (BK SE) [OBSOLETE]","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","r","Report number","Report number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","t","Title","Title","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","w","Record control number","Record control number","1","0","0","","7","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","776","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","SPF","","","","9999","0"
